iter	RMSE
681	80.39641665
682	80.39180796
683	80.38563621
684	80.38109582
685	80.36276839
686	80.34719654
687	80.34169662
688	80.33188849
689	80.32146343
690	80.30471839
691	80.29343819
692	80.27280909
693	80.26569891
694	80.26153915
695	80.25182327
696	80.24968866
697	80.24104727
698	80.23651798
699	80.22594092
700	80.21833363
701	80.20125633
702	80.18870553
703	80.17902448
704	80.16765256
705	80.16213037
706	80.15287128
707	80.14216045
708	80.12979169
709	80.12119346
710	80.10813012
711	80.08849236
712	80.08194182
713	80.07059449
714	80.05688918
715	80.04744572
716	80.03241688
717	80.02361322
718	80.01111667
719	79.99675169
720	79.97995145
721	79.97050549
722	79.9554438
723	79.94808732
724	79.93487818
725	79.92487797
726	79.91213132
727	79.90318935
728	79.89450744
729	79.87853403
730	79.86526085
731	79.85245741
732	79.84493279
733	79.83696071
734	79.82901889
735	79.82200981
736	79.81628087
737	79.80720365
738	79.78636782
739	79.78097843
740	79.7722238
741	79.76510482
742	79.73886108
743	79.73339988
744	79.72307208
745	79.70756455
746	79.70297771
747	79.68645881
748	79.68106008
749	79.67381931
750	79.64876416
751	79.64407923
752	79.64051125
753	79.62785292
754	79.61980352
755	79.61148471
756	79.59869108
757	79.59086471
758	79.57516967
759	79.56742368
760	79.55301929
761	79.53645669
762	79.52586714
763	79.5161194
764	79.50892762
765	79.49845917
766	79.48827899
767	79.48380012
768	79.47626904
769	79.46820195
770	79.45794037
771	79.44537864
772	79.42401513
773	79.41180257
774	79.39860737
775	79.38869039
776	79.38327976
777	79.37637215
778	79.36610473
779	79.35475114
780	79.33720113
781	79.32953846
782	79.32160121
783	79.30480503
784	79.29672436
785	79.28791392
786	79.28471446
787	79.27028121
788	79.26025951
789	79.24084414
790	79.22920406
791	79.21727844
792	79.21084648
793	79.19915164
794	79.18974462
795	79.18119593
796	79.17606052
797	79.15637647
798	79.14448353
799	79.12980463
800	79.12178438
801	79.11423315
802	79.10114787
803	79.09014819
804	79.08256849
805	79.06474659
806	79.05222956
807	79.04231175
808	79.03275778
809	79.02165522
810	79.00950008
811	78.99828111
812	78.99288943
813	78.98431373
814	78.96483666
815	78.9560087
816	78.9400606
817	78.9276684
818	78.90917239
819	78.89734613
820	78.88312209
821	78.87265845
822	78.86579888
823	78.84691795
824	78.83888414
825	78.82088151
826	78.8155539
827	78.80235186
828	78.79428701
829	78.78706471
830	78.77255427
831	78.76147081
832	78.74572061
833	78.73870068
834	78.72672074
835	78.70812401
836	78.68956675
837	78.68159468
838	78.67401863
839	78.66607748
840	78.65332563
841	78.636356
842	78.62824475
843	78.61710638
844	78.60866911
845	78.59592303
846	78.58868061
847	78.57886228
848	78.56321801
849	78.55364221
850	78.53992085
851	78.53336813
852	78.52229319
853	78.50996706
854	78.50154685
855	78.49037206
856	78.47885929
857	78.46282472
858	78.45533166
859	78.44200048
860	78.43492105
861	78.42480295
862	78.39913917
863	78.38436192
864	78.37664015
865	78.36584298
866	78.35401231
867	78.34463353
868	78.33670615
869	78.3317914
870	78.32597792
871	78.32070893
872	78.31384448
873	78.30767849
874	78.29890317
875	78.29353664
876	78.28542363
877	78.26824357
878	78.26164302
879	78.25062315
880	78.24156698
881	78.23807228
882	78.23330678
883	78.21904164
884	78.20394974
885	78.19437584
886	78.18294635
887	78.16318911
888	78.15204071
889	78.13892933
890	78.12479575
891	78.11700266
892	78.10743103
893	78.09171839
894	78.08594453
895	78.06724174
896	78.06311795
897	78.04741557
898	78.04216961
899	78.03168045
900	78.01891536
901	78.01213936
902	78.00513034
903	77.99034649
904	77.9728475
905	77.9673638
906	77.95522696
907	77.94746327
908	77.94071019
909	77.93013261
910	77.91989698
911	77.91085902
912	77.90389128
913	77.89574854
914	77.88731545
915	77.87847049
916	77.86972794
917	77.8612674
918	77.85410234
919	77.84259821
920	77.83387596
921	77.82027119
922	77.81455486
923	77.80290227
924	77.79068597
925	77.77628111
926	77.7679388
927	77.75523478
928	77.74894013
929	77.74456565
930	77.73557768
931	77.72732613
932	77.71727765
933	77.70554078
934	77.69452757
935	77.68325571
936	77.67850065
937	77.66436717
938	77.65165594
939	77.64068729
940	77.63622735
941	77.62838108
942	77.61144273
943	77.60626793
944	77.60020328
945	77.5906441
946	77.57123172
947	77.56336716
948	77.55674956
949	77.54607913
950	77.53655186
951	77.5303955
952	77.52466691
953	77.51153727
954	77.50456834
955	77.50023192
956	77.49258622
957	77.48227741
958	77.47264084
959	77.46489835
960	77.45564443
961	77.44434563
962	77.43575403
963	77.42563031
964	77.42130278
965	77.40482072
966	77.39109795
967	77.37671152
968	77.36493575
969	77.35987293
970	77.34274516
971	77.33494631
972	77.31713519
973	77.29898531
974	77.29180525
975	77.27868404
976	77.27579363
977	77.26602167
978	77.25302837
979	77.24576004
980	77.23899087
981	77.22901495
982	77.21242757
983	77.18391586
984	77.16820679
985	77.15599169
986	77.14632924
987	77.13182273
988	77.12087406
989	77.11482793
990	77.10116362
991	77.09460818
992	77.08750113
993	77.07807315
994	77.07430394
995	77.05682976
996	77.04889531
997	77.03465919
998	77.0223271
999	77.01664089
