iter	RMSE
158	66.81082626
159	66.71892605
160	66.64049191
161	66.56777171
162	66.48430988
163	66.41190361
164	66.36007275
165	66.29238259
166	66.22935146
167	66.16168535
168	66.07883024
169	66.00686358
170	65.94320756
171	65.87551366
172	65.81398506
173	65.75176429
174	65.69714853
175	65.63337275
176	65.59068184
177	65.53708447
178	65.48446332
179	65.42458482
180	65.34861055
181	65.30054931
182	65.23834969
183	65.18908558
184	65.14726217
185	65.08131767
186	65.0299837
187	64.9637928
188	64.91233747
189	64.8514879
190	64.79442204
191	64.74376738
192	64.6966281
193	64.64557373
194	64.59421462
195	64.56014397
196	64.51088598
197	64.48316173
198	64.43014586
199	64.37941839
200	64.33363893
201	64.29124861
202	64.23442407
203	64.18203078
204	64.14983882
205	64.10855854
206	64.05987566
207	64.02362693
208	63.98205302
209	63.94505132
210	63.90159194
211	63.85998176
212	63.8206165
213	63.79188678
214	63.75168734
215	63.70906494
216	63.66513475
217	63.62283487
218	63.58401477
219	63.54481242
220	63.50301307
221	63.47617748
222	63.44804787
223	63.41366301
224	63.36678883
225	63.32590443
226	63.2902941
227	63.2497921
228	63.21094771
229	63.17914924
230	63.14338138
231	63.11763109
232	63.0902817
233	63.05242879
234	63.01627879
235	62.98371395
236	62.95126074
237	62.9168353
238	62.88793127
239	62.85826728
240	62.84080315
241	62.80709245
242	62.78360272
243	62.75555966
244	62.7220419
245	62.70845457
246	62.68261836
247	62.64033447
248	62.60597679
249	62.56702351
250	62.5371259
251	62.50891608
252	62.46963834
253	62.44417954
254	62.41444078
255	62.38447522
256	62.35733059
257	62.33686192
258	62.31666119
259	62.29341784
260	62.26412472
261	62.2327478
262	62.2098787
263	62.19328956
264	62.15893849
265	62.13847788
266	62.10773244
267	62.07242227
268	62.05502561
269	62.03405113
270	62.01401663
271	61.97863695
272	61.96411745
273	61.93381623
274	61.91582644
275	61.89395446
276	61.87110307
277	61.85071239
278	61.8359098
279	61.80637648
280	61.77901357
281	61.76913823
282	61.74355244
283	61.71871872
284	61.69480342
285	61.67294176
286	61.65733057
287	61.63982078
288	61.6236333
289	61.60237844
290	61.57713263
291	61.55678854
292	61.53594609
293	61.51865224
294	61.50322493
295	61.49267478
296	61.47465765
297	61.45503828
298	61.42702855
299	61.41217768
300	61.39487733
301	61.36839491
302	61.35117143
303	61.33300237
304	61.31392576
305	61.29688171
306	61.2764353
307	61.25353477
308	61.23872465
309	61.21777369
310	61.21187978
311	61.18877622
312	61.17295342
313	61.15288873
314	61.13149292
315	61.11839311
316	61.10103025
317	61.09056024
318	61.08142616
319	61.06533964
320	61.04874282
321	61.03674368
322	61.02326898
323	61.01151529
324	60.99270603
325	60.97908458
326	60.95759798
327	60.9404226
328	60.92644531
329	60.90208352
330	60.8807706
331	60.86855953
332	60.85486556
333	60.83979775
334	60.82782983
335	60.8080866
336	60.79441414
337	60.77492627
338	60.7581992
339	60.74438025
340	60.72619597
341	60.72028848
342	60.70309174
343	60.68327074
344	60.67172124
345	60.66376315
346	60.64843348
347	60.63317556
348	60.62257095
349	60.60431216
350	60.58703204
351	60.57019023
352	60.55500353
353	60.54544385
354	60.53141581
355	60.51452065
356	60.50504467
357	60.4884924
358	60.47670151
359	60.4656992
360	60.4570233
361	60.44327874
362	60.42222313
363	60.41088053
364	60.39988788
365	60.38463193
366	60.37289425
367	60.35911897
368	60.34956399
369	60.3356999
370	60.3263732
371	60.31518281
372	60.30370054
373	60.29429175
374	60.2828144
375	60.27250591
376	60.26150851
377	60.24909533
378	60.23311961
379	60.21853847
380	60.20697943
381	60.19238176
382	60.18073352
383	60.17079429
384	60.14995159
385	60.13424952
386	60.12488743
387	60.11135832
388	60.09065744
389	60.07551072
390	60.06149112
391	60.04778116
392	60.04326608
393	60.03452255
394	60.02508296
395	60.01219468
396	59.9988022
397	59.98976098
398	59.97693484
399	59.9653973
400	59.95831775
401	59.94566766
402	59.93928162
403	59.92987314
404	59.91950923
405	59.90747076
406	59.89991184
407	59.89203634
408	59.87916835
409	59.86897482
410	59.86278686
411	59.85052675
412	59.84191498
413	59.83322267
414	59.82289941
415	59.81287629
416	59.80236323
417	59.79006054
418	59.77388218
419	59.75720297
420	59.7453618
421	59.72614581
422	59.71637618
423	59.70584198
424	59.69114655
425	59.6853909
426	59.67741398
427	59.6682965
428	59.65532636
429	59.64136828
430	59.63054553
431	59.6216154
432	59.6116651
433	59.60152669
434	59.5896705
435	59.57763485
436	59.56619699
437	59.55508247
438	59.55037436
439	59.5392392
440	59.53011141
441	59.52067064
442	59.50885875
443	59.50053043
444	59.49169381
445	59.48001302
446	59.46711583
447	59.46315429
448	59.45703163
449	59.4484881
450	59.44135833
451	59.43351957
452	59.42516691
453	59.41309233
454	59.40442382
455	59.39917918
456	59.38848757
457	59.37528142
458	59.36319928
459	59.35521457
460	59.34300951
461	59.33189904
462	59.32386731
463	59.31900299
464	59.30946878
465	59.30217632
466	59.29444275
467	59.2889515
468	59.27301664
469	59.26131121
470	59.25201373
471	59.24620981
472	59.23956029
473	59.22549257
474	59.21983912
475	59.20802415
476	59.20286184
477	59.19980692
478	59.18892499
479	59.17935061
480	59.17197053
481	59.15947322
482	59.14409356
483	59.12887758
484	59.11212775
485	59.10417807
486	59.09224669
487	59.08648082
488	59.06728884
489	59.06294291
490	59.05592203
491	59.04718344
492	59.0382155
493	59.02901276
494	59.01896098
495	59.01209095
496	59.00366029
497	58.99594444
498	58.98932988
499	58.98138117
500	58.97515359
501	58.962829
502	58.95450326
503	58.94870895
504	58.94129096
505	58.93375256
506	58.92583122
507	58.91932626
508	58.91305867
509	58.90268799
510	58.89620798
511	58.88654127
512	58.87893128
513	58.86992668
514	58.85807345
515	58.85058276
516	58.84090206
517	58.83039843
518	58.82235187
519	58.81220477
520	58.80373239
521	58.79706508
522	58.78855399
523	58.77572672
524	58.77065221
525	58.76605695
526	58.75570193
527	58.74973733
528	58.74305014
529	58.73805367
530	58.72926752
531	58.71998925
532	58.70383645
533	58.69786698
534	58.69382921
535	58.68499566
536	58.67584092
537	58.66661013
538	58.66236121
539	58.65463317
540	58.64786746
541	58.64276298
542	58.63291554
543	58.62411467
544	58.61369381
545	58.60665456
546	58.59822449
547	58.59026646
548	58.58262509
549	58.57941611
550	58.57426896
551	58.56898184
552	58.56467952
553	58.5601659
554	58.55307179
555	58.54574884
556	58.52858355
557	58.52325868
558	58.51592498
559	58.50493952
560	58.50015847
561	58.48948905
562	58.48329114
563	58.47364247
564	58.46490975
565	58.45534022
566	58.44706308
567	58.43859378
568	58.43198877
569	58.425354
570	58.41982487
571	58.41315319
572	58.40711127
573	58.40110464
574	58.39594618
575	58.38414301
576	58.37746114
577	58.36796687
578	58.35938927
579	58.35018886
580	58.34478459
581	58.33864434
582	58.33375271
583	58.32050516
584	58.31543847
585	58.31109175
586	58.30606952
587	58.29628641
588	58.28891943
589	58.28435066
590	58.2796087
591	58.27074584
592	58.26296766
593	58.25631081
594	58.24806701
595	58.23891904
596	58.23134791
597	58.22318189
598	58.21808429
599	58.21100848
600	58.20364265
601	58.1962435
602	58.19010617
603	58.1829405
604	58.17868427
605	58.17185164
606	58.16690482
607	58.1618842
608	58.15573372
609	58.14896567
610	58.14146449
611	58.13360637
612	58.12923637
613	58.1206866
614	58.11707131
615	58.11108397
616	58.10000263
617	58.09202519
618	58.08080165
619	58.07300537
620	58.06149963
621	58.05528892
622	58.0490489
623	58.03728771
624	58.03250253
625	58.02329328
626	58.01766305
627	58.00664334
628	58.00045746
629	57.99356001
630	57.98762857
631	57.98195946
632	57.97543213
633	57.96922635
634	57.96527692
635	57.95906761
636	57.95414409
637	57.94808984
638	57.94081324
639	57.93424942
640	57.92728588
641	57.92332848
642	57.91943518
643	57.91102756
644	57.90344053
645	57.89487851
646	57.8895357
647	57.88471048
648	57.87977826
649	57.87455654
650	57.86392122
651	57.85811767
652	57.85146627
653	57.84396051
654	57.83615944
655	57.82958325
656	57.82604305
657	57.81984806
658	57.81137515
659	57.8058094
660	57.80049172
661	57.79627745
662	57.78582614
663	57.77928807
664	57.77374944
665	57.7686463
666	57.76084028
667	57.75497055
668	57.74674695
669	57.74052618
670	57.735404
671	57.7292978
672	57.72373289
673	57.71838335
674	57.70858065
675	57.70157489
676	57.69831175
677	57.69388492
678	57.68697427
679	57.68090315
680	57.6757319
681	57.6707272
682	57.66702942
683	57.66195917
684	57.65855378
685	57.65116905
686	57.64604985
687	57.63562522
688	57.62900493
689	57.62395623
690	57.61546634
691	57.61019798
692	57.60430558
693	57.6003914
694	57.5939941
695	57.58917843
696	57.58598382
697	57.57666696
698	57.56636791
699	57.55902374
700	57.55136038
701	57.54780526
702	57.53967324
703	57.53236427
704	57.52662123
705	57.51876272
706	57.51233752
707	57.50510717
708	57.49934362
709	57.49530602
710	57.48926483
711	57.48338777
712	57.47877554
713	57.47397403
714	57.46688304
715	57.45936862
716	57.45414334
717	57.4503766
718	57.44440844
719	57.43749854
720	57.43083349
721	57.42060015
722	57.41525859
723	57.41163687
724	57.40600338
725	57.40037394
726	57.39516291
727	57.38622398
728	57.38023212
729	57.37509265
730	57.36943467
731	57.35572365
732	57.3415021
733	57.33564825
734	57.32776915
735	57.3214855
736	57.31162909
737	57.30798933
738	57.30364558
739	57.29321444
740	57.28858326
741	57.28481026
742	57.27731514
743	57.27080008
744	57.26604963
745	57.26173809
746	57.25250354
747	57.24847855
748	57.23879921
749	57.23224428
750	57.22108177
751	57.21667783
752	57.2067203
753	57.20205452
754	57.19521025
755	57.18741228
756	57.17935455
757	57.17180113
758	57.16754235
759	57.16084209
760	57.14793269
761	57.14001588
762	57.1341564
763	57.13055716
764	57.1245284
765	57.11856616
766	57.1096099
767	57.10366916
768	57.09899733
769	57.09326729
770	57.08954403
771	57.08546775
772	57.08088303
773	57.07564444
774	57.07015683
775	57.06158817
776	57.0538188
777	57.04679802
778	57.04294683
779	57.03932526
780	57.032273
781	57.02705487
782	57.01614042
783	57.01156414
784	57.00667536
785	57.0011962
786	56.99445534
787	56.98860329
788	56.98222052
789	56.97866913
790	56.97298102
791	56.96813733
792	56.96168158
793	56.95652385
794	56.95209917
795	56.94669288
796	56.9345175
797	56.92855353
798	56.92375435
799	56.91721294
800	56.91050958
801	56.90666312
802	56.90369442
803	56.89737974
804	56.89272554
805	56.88421006
806	56.87763947
807	56.87141518
808	56.86672443
809	56.86215789
810	56.85845446
811	56.85417945
812	56.84694379
813	56.84039962
814	56.83043206
815	56.82021486
816	56.81460458
817	56.80896326
818	56.80554255
819	56.79749422
820	56.79167799
821	56.78817469
822	56.78052136
823	56.77512884
824	56.76794711
825	56.76289944
826	56.75524311
827	56.74599834
828	56.73735525
829	56.73235239
830	56.72810949
831	56.72342275
832	56.71534342
833	56.70999423
834	56.70601791
835	56.69898229
836	56.69305084
837	56.68808749
838	56.68244311
839	56.67444859
840	56.66603434
841	56.6604411
842	56.65219099
843	56.64904413
844	56.64405662
845	56.63924643
846	56.6331151
847	56.62933388
848	56.61879265
849	56.61162865
850	56.60649224
851	56.60071598
852	56.5926215
853	56.58890583
854	56.58224559
855	56.57905383
856	56.57459723
857	56.56851463
858	56.56446033
859	56.55728624
860	56.54841423
861	56.54423007
862	56.54092957
863	56.53468029
864	56.53136492
865	56.52815578
866	56.52356152
867	56.51619836
868	56.51133276
869	56.50477699
870	56.49938301
871	56.49542046
872	56.49100473
873	56.4865307
874	56.48027683
875	56.4762358
876	56.47059533
877	56.4628728
878	56.45837676
879	56.45433242
880	56.45118173
881	56.44795119
882	56.44357146
883	56.43962709
884	56.4331022
885	56.4283005
886	56.42145123
887	56.41817935
888	56.40879511
889	56.40155742
890	56.39047996
891	56.38328094
892	56.37949676
893	56.37499017
894	56.36254406
895	56.35772123
896	56.34736367
897	56.34131677
898	56.33822755
899	56.33354453
900	56.32267927
901	56.31530088
902	56.31049857
903	56.30645723
904	56.30208734
905	56.29886807
906	56.29345634
907	56.28598716
908	56.27986174
909	56.27194806
910	56.26692241
911	56.26321718
912	56.25483474
913	56.25122256
914	56.24756457
915	56.24325929
916	56.23400564
917	56.22709427
918	56.22321067
919	56.21593003
920	56.21184062
921	56.20590832
922	56.195655
923	56.19107021
924	56.18315779
925	56.17821377
926	56.17489823
927	56.16783026
928	56.1644392
929	56.16075985
930	56.15371662
931	56.14899505
932	56.14222533
933	56.1383475
934	56.12924056
935	56.12533908
936	56.12116284
937	56.11797555
938	56.1134057
939	56.10910758
940	56.10396285
941	56.09965026
942	56.09398825
943	56.08599239
944	56.07931206
945	56.07264603
946	56.06660622
947	56.06046462
948	56.05595264
949	56.05214512
950	56.04296654
951	56.03852591
952	56.0348819
953	56.02955973
954	56.02567968
955	56.02079757
956	56.01435606
957	56.0096169
958	56.0050936
959	55.99857957
960	55.99509077
961	55.99183208
962	55.98604148
963	55.98153895
964	55.97078162
965	55.96688257
966	55.96232837
967	55.94998684
968	55.94394543
969	55.94040089
970	55.93681761
971	55.93322276
972	55.92569879
973	55.91973917
974	55.91617668
975	55.91027722
976	55.90720723
977	55.90355541
978	55.90035927
979	55.89756306
980	55.89014678
981	55.88278949
982	55.88051995
983	55.87644028
984	55.87181988
985	55.86556286
986	55.86213016
987	55.85469931
988	55.85005537
989	55.84657838
990	55.84093168
991	55.83393237
992	55.82837058
993	55.8216983
994	55.81769151
995	55.8120393
996	55.80780303
997	55.80378521
998	55.79650985
999	55.78949518
